ID,Name,Date,Year,Month,Day,Time,Status,Latitude,Longitude,Maximum.Wind,Minimum.Pressure,Decade
AL021867,UNNAMED,1867-07-29,1867,July,29,0,Cat. 1,19.5,-61.7,70,NA,Other
AL021867,UNNAMED,1867-07-29,1867,July,29,1200,Cat. 1,20.5,-64.5,70,NA,Other
AL011867,UNNAMED,1867-06-21,1867,June,21,1200,TS,29.5,-80,50,NA,Other
AL041868,UNNAMED,1868-10-16,1868,October,16,0,Cat. 1,29.5,-72.6,80,NA,Other
AL031868,UNNAMED,1868-10-07,1868,October,7,1200,Cat. 2,19.5,-85.4,90,NA,Other
AL031868,UNNAMED,1868-10-05,1868,October,5,1800,Cat. 2,17.5,-81.6,90,NA,Other
AL021868,UNNAMED,1868-10-04,1868,October,4,1200,TS,29.5,-87,60,NA,Other
AL041868,UNNAMED,1868-10-15,1868,October,15,1800,Cat. 1,28.5,-72.9,70,NA,Other
AL041869,UNNAMED,1869-09-01,1869,September,1,600,TS,28.5,-72,50,NA,Other
AL111870,UNNAMED,1870-11-01,1870,November,1,1200,Cat. 1,18.5,-88,70,NA,Other
AL111870,UNNAMED,1870-10-31,1870,October,31,600,Cat. 1,17.5,-86.6,70,NA,Other
AL091870,UNNAMED,1870-10-20,1870,October,20,1800,Cat. 1,25.5,-82.3,80,NA,Other
AL091870,UNNAMED,1870-10-19,1870,October,19,0,Cat. 2,19.5,-84.1,90,NA,Other
AL061870,UNNAMED,1870-10-13,1870,October,13,1800,Cat. 1,29.5,-74,70,NA,Other
AL061870,UNNAMED,1870-10-10,1870,October,10,0,Cat. 2,24.5,-81,90,NA,Other
AL061870,UNNAMED,1870-10-06,1870,October,6,1200,Cat. 1,20.5,-80,70,NA,Other
AL061870,UNNAMED,1870-10-11,1870,October,11,1200,Cat. 2,25.5,-79.5,90,NA,Other
AL061870,UNNAMED,1870-10-12,1870,October,12,600,Cat. 2,26.5,-78.1,90,NA,Other
AL061870,UNNAMED,1870-10-06,1870,October,6,0,TS,19.5,-78,60,NA,Other
AL061870,UNNAMED,1870-10-05,1870,October,5,0,TS,17.5,-74,40,NA,Other
AL041870,UNNAMED,1870-09-10,1870,September,10,600,Cat. 2,30.5,-66.6,90,NA,Other
AL011870,UNNAMED,1870-07-30,1870,July,30,1800,Cat. 1,30.5,-88,70,NA,Other
AL081871,UNNAMED,1871-10-11,1871,October,11,1200,Cat. 1,29.5,-69,70,NA,Other
AL061871,UNNAMED,1871-09-05,1871,September,5,600,Cat. 1,26.5,-89,70,NA,Other
AL011871,UNNAMED,1871-06-02,1871,June,2,1800,TS,26.5,-88.6,50,NA,Other
AL041871,UNNAMED,1871-08-26,1871,August,26,1200,TS,30.5,-84.3,40,NA,Other
AL061871,UNNAMED,1871-09-05,1871,September,5,1800,Cat. 1,27.5,-86.1,70,NA,Other
AL041871,UNNAMED,1871-08-22,1871,August,22,600,Cat. 3,19.5,-66.5,100,NA,Other
AL031871,UNNAMED,1871-08-14,1871,August,14,0,Cat. 1,26.5,-72.4,80,NA,Other
AL041871,UNNAMED,1871-08-23,1871,August,23,1200,Cat. 2,22.5,-72.3,90,NA,Other
AL051871,UNNAMED,1871-08-30,1871,August,30,1200,Cat. 2,28.5,-67.5,90,NA,Other
AL051871,UNNAMED,1871-08-30,1871,August,30,600,Cat. 2,27.5,-66.5,90,NA,Other
AL081871,UNNAMED,1871-10-10,1871,October,10,1200,Cat. 1,23.5,-62,70,NA,Other
AL031872,UNNAMED,1872-09-12,1872,September,12,600,Cat. 1,22.5,-63.8,70,NA,Other
AL031872,UNNAMED,1872-09-09,1872,September,9,0,TS,12.5,-59.4,40,NA,Other
AL021872,UNNAMED,1872-08-28,1872,August,28,0,Cat. 1,24.5,-59.4,80,NA,Other
AL011872,UNNAMED,1872-07-11,1872,July,11,1800,TS,30.5,-89,50,NA,Other
AL051873,UNNAMED,1873-10-05,1873,October,5,1200,Cat. 2,21.5,-86.5,90,NA,Other
AL051873,UNNAMED,1873-10-07,1873,October,7,100,Cat. 3,26.5,-82.2,100,959,Other
AL071874,UNNAMED,1874-10-31,1874,October,31,0,TS,13.5,-78.4,40,NA,Other
AL061874,UNNAMED,1874-09-25,1874,September,25,0,TS,17.5,-86.4,40,NA,Other
AL061874,UNNAMED,1874-09-25,1874,September,25,1200,TS,18.5,-87.5,50,NA,Other
AL071874,UNNAMED,1874-11-03,1874,November,3,0,TS,20.5,-75.8,50,NA,Other
AL071874,UNNAMED,1874-11-03,1874,November,3,1200,TS,21.5,-75,60,NA,Other
AL071874,UNNAMED,1874-11-04,1874,November,4,1200,Cat. 1,24.5,-73,70,NA,Other
AL071874,UNNAMED,1874-11-04,1874,November,4,1800,Cat. 1,25.5,-72.5,70,NA,Other
AL021874,UNNAMED,1874-08-04,1874,August,4,0,TS,29.5,-57.4,60,NA,Other
AL031874,UNNAMED,1874-09-04,1874,September,4,1200,Cat. 1,26.5,-61.5,70,NA,Other
AL031874,UNNAMED,1874-09-04,1874,September,4,0,Cat. 1,24.5,-59.8,70,NA,Other
AL061875,UNNAMED,1875-10-13,1875,October,13,0,TS,29.5,-75.1,60,NA,Other
AL051875,UNNAMED,1875-10-09,1875,October,9,0,Cat. 1,30.5,-69,80,NA,Other
AL041875,UNNAMED,1875-09-27,1875,September,27,1800,TS,30.5,-85,40,NA,Other
AL051875,UNNAMED,1875-10-08,1875,October,8,0,Cat. 2,26.5,-69.4,90,NA,Other
AL051875,UNNAMED,1875-10-07,1875,October,7,600,Cat. 1,24.5,-68.8,70,NA,Other
AL031875,UNNAMED,1875-09-12,1875,September,12,1200,Cat. 2,17.5,-73,90,NA,Other
AL031875,UNNAMED,1875-09-11,1875,September,11,0,Cat. 2,15.5,-67.4,90,NA,Other
AL031875,UNNAMED,1875-09-10,1875,September,10,0,Cat. 1,14.5,-63.5,80,NA,Other
AL011875,UNNAMED,1875-08-16,1875,August,16,0,Cat. 1,29.5,-74.5,70,NA,Other
AL051876,UNNAMED,1876-10-20,1876,October,20,1200,Cat. 1,27.5,-80.5,80,NA,Other
AL051876,UNNAMED,1876-10-13,1876,October,13,1800,TS,13.5,-79.2,50,NA,Other
AL041876,UNNAMED,1876-10-04,1876,October,4,1200,TS,11.5,-86.5,50,NA,Other
AL041876,UNNAMED,1876-10-03,1876,October,3,0,Cat. 2,12.5,-80.3,90,NA,Other
AL041876,UNNAMED,1876-10-01,1876,October,1,600,Cat. 1,13.5,-70.8,70,NA,Other
AL021876,UNNAMED,1876-09-16,1876,September,16,1200,TS,24.5,-80,60,NA,Other
AL031876,UNNAMED,1876-09-16,1876,September,16,1200,TS,21.5,-58.9,50,NA,Other
AL071877,UNNAMED,1877-10-26,1877,October,26,600,TS,28.5,-88.9,40,NA,Other
AL041877,UNNAMED,1877-10-03,1877,October,3,0,Cat. 3,29.5,-85.9,100,NA,Other
AL041877,UNNAMED,1877-10-01,1877,October,1,1800,Cat. 1,26.5,-87.6,80,NA,Other
AL041877,UNNAMED,1877-10-02,1877,October,2,600,Cat. 2,27.5,-87.3,90,NA,Other
AL041877,UNNAMED,1877-09-28,1877,September,28,1200,Cat. 1,19.5,-85.5,70,NA,Other
AL051877,UNNAMED,1877-09-27,1877,September,27,0,TS,26.5,-78.1,40,NA,Other
AL051877,UNNAMED,1877-09-24,1877,September,24,1800,TS,21.5,-71,40,NA,Other
AL121878,UNNAMED,1878-12-02,1878,December,2,1800,TS,15.5,-77,40,NA,Other
AL121878,UNNAMED,1878-11-30,1878,November,30,1800,TS,16.5,-72.6,60,NA,Other
AL121878,UNNAMED,1878-11-29,1878,November,29,1200,TS,17.5,-69,60,NA,Other
AL121878,UNNAMED,1878-11-27,1878,November,27,1200,TS,17.5,-59.2,60,NA,Other
AL111878,UNNAMED,1878-10-19,1878,October,19,0,TS,18.5,-80.9,60,NA,Other
AL021878,UNNAMED,1878-08-15,1878,August,15,600,Cat. 1,22.5,-86.8,70,NA,Other
AL011878,UNNAMED,1878-07-01,1878,July,1,1200,TS,25.5,-86,40,NA,Other
AL021878,UNNAMED,1878-08-14,1878,August,14,1800,TS,21.5,-85.6,60,NA,Other
AL111878,UNNAMED,1878-10-21,1878,October,21,600,Cat. 2,22.5,-82.2,90,NA,Other
AL051878,UNNAMED,1878-09-08,1878,September,8,1200,TS,26.5,-81.5,40,NA,Other
AL071878,UNNAMED,1878-09-27,1878,September,27,0,TS,19.5,-72.6,40,NA,Other
AL071878,UNNAMED,1878-09-24,1878,September,24,600,TS,15.5,-71.9,40,NA,Other
AL051878,UNNAMED,1878-09-06,1878,September,6,1800,TS,22.5,-79.5,50,NA,Other
AL051878,UNNAMED,1878-09-11,1878,September,11,1200,Cat. 1,30.5,-80.9,80,NA,Other
